filename,label
272950c0fe7d5ef229cc3f91b2b69f0308ae0338fdb8b798aee908a35ecf9ab9.jpg,Koffing
a2941695eec38325034b78762e6a5e7e8d691fb4e0cd3a59228f42f596c8e187.jpg,Venonat
af7224ba0effb5d83a3d4c1501167092aa812661196047513e29b66897f6abcc.jpg,Nidoking
022afb8d96bdfa5063c27d841b76fe0b00de5cb73f80d13215801cb893f6d113.jpg,Victreebel
82591d76b5a89abd6f7bba9ac1f0d847dd4608b859401c5e5ac5e56bf6c5b16b.jpg,Persian
0ab04f9b61deeca9aeeb5ad2657941e4e46c4e442513c74dc30e3d9febfaae2e.jpg,Ekans
aa2ccd98a385b1ddb65829f3c44a6035d402d05299cb56ff9b1782808b61781e.jpg,Jigglypuff
87c0f1a4fc20d0c053da3cbc865c6c0fc2fbe4788898abb9ce0e70220989b715.jpg,Vulpix
3b81ed6c8a3b061de3f6427f06fd0c7a1d4ce55ed25bf763b9da3c5dbaf9d093.jpg,Lickitung
21cd65b495c215b0aefaeded2405a3129246a58885cab31fc372da8d0324aaa0.jpg,Cloyster
79cab3c3128a4bc32355b975344a18c1316959dd5674533ab268b890e55f4f5f.jpg,Paras
32453ac01dca6ecc83236d3023d6a611631fd651a939b2a9028af18413fd7ace.jpg,Pidgeotto
a2d4acc6ffab7be42b85834d252147edc1ee9d2fb4a668cfab12ca13aecdaa8a.jpg,Rapidash
c1d18c05ff767da0cacab65025b6b0985549af094f8d1b21084103ad0d0d1967.jpg,Ditto
52f690f81cd0217d0ecee53a562d6d62b64f3dd07fe3e02a96b2c784325293d0.jpg,Clefairy
3dc5553d06686c0cf9fdce4cc1f94250fc3731e7cfe6b9e7ce641467b05c995e.jpg,Charmander
9ab6dc7eb0fae9eb8a04f2dddd33f9dbca5b2f8b99e5885580efc4b65feabe42.jpg,Kakuna
e592e181e6a378d23a124246a8331c9934e484a490b51f80f5cee246665edc89.jpg,Flareon
e5d41b3967a84814d3c12f62b6dd702275bc3e0a6e186704a5374a3c8db2917a.jpg,Charmeleon
e974d203f7ae75c9ca5e772366dd1093ab42c2761af6aa97266333f3accd53bc.jpg,Raichu
44b7cd0b07b69b6a409c6b76cd78753b990dd539ea24abdf689771d3d3cce050.jpg,Seel
e6cec89f3593ebc5c3b18d143f56bbfd32735ce4a54284f01944ec3203f9d70d.jpg,Omanyte
19ff93aeb25fc1620511daf2390a174137c1b88fa3648866a79a9591d9feb0a0.jpg,Machamp
e02dd9bf4609734dca0189ddb1eabcc45823c160db45a071bc89cc1cf6e062f2.jpg,Tauros
69495a0e9fca5f8bddf5c5c6e94d524100ede15122604d1825063e14775116ec.jpg,Cloyster
65e74a552940b2e77c85e1383b6c92692795dc4e87e69f0073611a6f3b916ac8.jpg,Primeape
d0f79ca5abb774f21277d78c4e9f12018da7c6ea4c30b0523c596d0cd7a31c4e.jpg,Ponyta
1409ee8cdbac94078d709aa04a51887e2495571a0a7c505620dee36086b94273.jpg,Hitmonchan
94a11b6cb3595891bd7f63bd77fab50552202bc02fc59146b05b111718846a18.jpg,Mankey
80c96d67607afefe8f759590ca41d6f40e3a74693e0cd0d98759345bba457ec3.jpg,Electabuzz
9baeb6e45169a7a8d88823521d167ab41205582fa813b6cd09aac4e34b4b9b11.jpg,Chansey
f85f14797df9af1f3bd37f1f333d852df0cda4586e8215d0fe484e193c7ae25a.jpg,Hypno
84fbfb4372c01d91859d5527bb6142fd2cd5fc8abd2073388e9aae4b9779c34c.jpg,Charmander
1024b1c9e526327f23d4f33564ad1c616b453008ee30566686d397ea8f8c03f3.jpg,Gloom
16109562bff9fee62a724b2d589bd8a625909d14a48b384517bc9f2ae5040698.jpg,Nidoqueen
626c2e63a9841e89c9e99116cba72392915e88230acda3a173421bcdce51228a.jpg,Vaporeon
5652fe02e44b3f7602eb4e5cc56391be8ae9edc2bea90f5b41688a536c3a2888.jpg,Rattata
28b58c25ac0559913bada42d62e5e0125b00f551e26a46d8c3a6f34c45f8b6cf.jpg,Metapod
5f2ca1e04cf05db8d54b1aa0a2c1a24126b1d113fa5f22fdfaedae91a810a50f.jpg,Sandshrew
f2de04abeebbc13918de8f5c41eed9de53c5e9120ce38c0b351515018fcf116c.jpg,Venonat
5d68b9f79e1660a8ffe6b016e02debaec5392cbffa794746c82c89c917a04bb4.jpg,Kabuto
ed60004079998b8a2f0ab42ec6e45317b665a4ff315c921a8fe28a6aa5f22be1.jpg,Eevee
f26c71419d6181436ee329f77dd147f3a4f73ef05ac477871f7aace1bcd969f6.jpg,Pinsir
abbea6e34ca05aa4bf7b68108044acdc220d210a6baa03dad560d8429b7ac288.jpg,Arbok
99dd16b5fdbf8bf79e57beb3bf5838871dd35b8190843ce8945f843afcc7dea3.jpg,Kabutops
9e0a5808b39af5f4848f2fffb1c966fa5a7da0fac06a0cb8ab5666f8890a3533.jpg,Seadra
c64ff8697f7d8ed531c935a6aec256c0daa708963bfac0656d25174907a910b5.jpg,Lapras
8b8665ad1e1f2dd94404e0b83e654e98fe0c6faf24768fe91861221d03322fac.jpg,Arcanine
dd165143158c839db919c2721cf7758b06a10d2c0ebb20b26c14cc0fc02dc577.jpg,Poliwhirl
b3a05376ce6d7a19fe5c21f2841179032d56a8c2f9e4a8aa6bce9ae6df7aaf65.jpg,Raichu
2ec88ab9d01d2e4ef347d5970998fa9db450ca6c8fef38346991c125ae90a0cc.jpg,Ekans
f8d2c9acca3e02831bded1d8888e5ecd600ae10e6fb50d06477a7a55f2de429e.jpg,Gyarados
20cbb640badf8778ee58835f88330dc58c27eae3bb146b8a25b613411f85d3e4.jpg,Jynx
3333ca53c2e54de1f779a73b9fb832533f5d671f8df5d4d5cd5c8b48a421f304.jpg,Vaporeon
1fba65dae7286f904b73a447b9241cc1cade62474f60040c1c818cca34016d13.jpg,Venusaur
00373f5daf55135ef9c1eeea1bc45d5c201db5fd6d5d0f6b2293f96ba841396c.jpg,Venomoth
efb04990be279e0522fac3c26817f584905414b18d3920590fba1bc123178402.jpg,Kadabra
797756c191a8c529565fdcc4217a317d4169c8040853039e07f7f2449e2b34af.jpg,Arbok
ba92515ad17182b55ea759aba37ac8e51b4ca55dba1e265f75a12dd0a874bc0b.jpg,Butterfree
5e0997d877340331600300913c9578257c774580dfc785c522c62745b6c7cd41.jpg,Seaking
03e25a27965714c494d3b6bbfdf3c81babcab917e335a4a5bfd807cbb8a76357.jpg,Kadabra
999d6517eb75aa975c38cce907fb72b7e9b7ea1a2d88599f29062c91b1936f8f.jpg,Tangela
0c923df64f4eebaee27c1c3e67593ff9d8600e7c6ed5a693f74e524f5f20e743.jpg,Slowpoke
f203ab5fd2ec413bd0d62ff43383748e322788fbc53b13c12016846d869f95f1.jpg,Nidoking
c9a70beb31a6f3aceb12b1f05bd82033f4f80908c8c58ef335005bf6c771736f.jpg,Mankey
0f39e935359385d3dcf5cf5187c83558a1527b2dc175887aefbcc484d6359974.jpg,Growlithe
7918c206f5070e179fbac7ea1801f755187625f83900cd485bd44c843d99dcba.jpg,Kadabra
b6f557cd4129a5abeb273ef67c679d0d5b4954a2e7032037e921fd93704dfc49.jpg,Marowak
0fefbd25545ed5a7b3a74d45cc0e533fcabd6f5e5a1acc9272ba84482b3695c0.jpg,Spearow
1acc0afd258a9511ab550540cf19a8e5865fd602973c72bf6544eef36e13def1.jpg,Omanyte
4f41a3ac3335ec7bf1eb6a8cde683a79e6078c41ba26c61f18190c6877e3b8fa.jpg,Hypno
5d32602d3eb86be0cbc87398b1be19978a9ad99d44ae05cff655c286af65140a.jpg,Paras
f1757745a1bbbee8314379d7132d13da895a3f3c1fea523d92da14d9c563bd36.jpg,Nidoqueen
7cd6d806a5f467b52d522cf251aaed893decf29682f6b561c45b7616134a3aa0.jpg,Electrode
c8858cb3df36ee9590acc972e8376494377c78e2c536fe2ce36eb99e902b4c53.jpg,Drowzee
814930ad2d6eb04471c9c2d59334a440a8a09e5a992e33a87fde07a3a3807e9e.jpg,Dewgong
f480c102d89411d4714fcd69a98d14183baaeb69d46973588f6e1002f12107b3.jpg,Squirtle
3c02c1282ebb9d108c9c0fcc0d71dd62d44aaf1e07ffdf9e2207dde040a7dbc3.jpg,Magnemite
31604180a9f73d5a39b0dc13473b2291ef46a17708589dea1a9f62566fe4f0aa.jpg,Exeggcute
d1000c225dafc8804ea2654d20ac676c1c23c62888f652954c865901ed8662ec.jpg,Bulbasaur
e8d547927871eaf4728da38516dca1a4bcb6f226c5d9cde9d8ef1e3b855b8eb3.jpg,Golbat
ff454b1cd32474d422d26e952379c4ba9e15deae260c4bbea39802f9c7044ac5.jpg,Weezing
e06156810807e829b5afa265e16a82c06c95398bb5b3f59066e52ce15a6a25ec.jpg,Venusaur
3edc4f344a7e3c9909f899e585c0b506471b4069e0e5e1bcff14816c4250aed9.jpg,Muk
ee631cacab79a398f05debd9f93a05ec10d88418f3449d58295fd20ed9ca62d6.jpg,MrMime
bb1b8dc0343d8b5cf4c59682edf6684ef623bf5fb8dd17986b20834628dd3f9c.jpg,Porygon
9b52efead6228dc644e579a375e9e62d9066560f65df258da03a49407efe8579.jpg,Lickitung
539b206ca8ffbe6edf00a64717d65f7bd34562225c85c5b3860d84cc955f3dcd.jpg,Paras
f410f2a14348ea173c2dcb6879f7f725a0f04d67dbc2933d078ef90dea6d35f2.jpg,Spearow
e88c4498e1f74a9ff567a5570f1ad1eb7a165f07837938759e80b1e2dba173d1.jpg,Magmar
64266399b960a8b8e55b24c5a0a48bfa7421fd32f5260451ca3d3c2b6dbe373d.jpg,Muk
242dfb58ba0bdd054626a6a3a068c687fad6729bf0513e6a5d94eade0e8aeb8e.jpg,Raichu
e4291117461fdd7cdd2a2c0d49c32c6365a2d48287fe52ea8096f412b16d44a9.jpg,Sandslash
9b21d4473a8e4515c18bdc3f73d309bc2414933b884c7e366162cea0faf509c4.jpg,Ditto
6e8acec44942b67a99717be791e99457a2b835f3c33a415467ebc357f67db7c9.jpg,Raticate
573c3812a237878cf302310e09fdb2cb15920edd3371c939e16b7a28c5412a3e.jpg,Electabuzz
16e28c705849aad60d9f3ef2a62a3682e1a19ff0c1d6e126d299eedbbf62da2b.jpg,Hypno
546f5279c3a3daac350e868bda78cb3e10f913aae8627b2916cec7b79f609d92.jpg,Vileplume
26d253dba06e67ae71e75aea29349751f79e61f5ebae22760e371fa8cdf06fdf.jpg,Omanyte
f7e504e30093f2fc739ed5f1737737e1c1d8ca2848009d9adac2ac00fcbc2885.jpg,Wigglytuff
1717aac5f9909760a7b07c1b36e237bf77d4d541e68a721c3b07a74cb262f29d.jpg,Flareon
c8408500415c314112fa4d60887f03203a7d1ed69630dc2f59351c28ebe4194d.jpg,Exeggcute
